request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_178,2938.1,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Use 3 installments of EUR 1,018.54, starting 7 December 2024. This leaves at least EUR 1,400 available."
request_179,6503664.83,affordable_later,wait,2025-07-15:41648000,2025-07-15,none,"Pay IDR 41,648,000 in full on 15 July 2025. Paying earlier would take the balance below the IDR 41,430,800 minimum."
request_180,66500,affordable_now,full_payment,2026-07-06:66500,2026-07-06,none,"Pay INR 66,500 today. This leaves at least INR 37,300 available over the next 90 days."
request_181,286.75,not_affordable,not_recommended,none,,none,"Do not make this payment by 7 April 2024. None of the available options keeps the USD 2,000 minimum protected."
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"Pay ZAR 65,714 today. This leaves at least ZAR 31,100 available over the next 90 days."
request_183,25094571.69,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-04-15,none,"Use 3 installments of IDR 9,313,546.67, starting 10 April 2026. This leaves at least IDR 11,878,300 available."
request_184,17569.2,not_affordable,not_recommended,none,,none,"Paying INR 251,900 toward this debt by 30 July 2024 isn't affordable, since only INR 17,569.20 can safely be paid today while keeping your required minimum balance of INR 110,800 protected, so no payment plan is recommended right now."
request_185,310.25,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 January 2026. None of the available options keeps the EUR 1,300 minimum protected."
request_186,7512.69,affordable_later,wait,2026-02-15:26554,2026-02-15,none,"You can afford this ZAR 26,554 investment only if you wait: paying it in full on 15 February 2026 keeps your balance from dropping below the required ZAR 22,000 minimum before the 15 March 2026 deadline."
request_187,37750.93,affordable_later,wait,2024-11-15:187500,2024-11-15,none,"Pay INR 187,500 in full on 15 November 2024. Paying earlier would take the balance below the INR 128,300 minimum."
request_188,107.55,not_affordable,not_recommended,none,,none,Do not make this payment by 4 March 2025. None of the available options keeps the EUR 900 minimum protected.
request_189,488.4,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Pay EUR 488.40 today. This leaves at least EUR 400 available over the next 90 days.
request_190,474.86,affordable_later,wait,2025-02-15:2557.50,2025-02-15,none,"Pay EUR 2,557.50 in full on 15 February 2025. Paying earlier would take the balance below the EUR 1,600 minimum."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,"You can fully invest EUR 664.40 on 3 May 2025 while still keeping at least EUR 500 available over the next 90 days, so no spending changes are needed."
request_192,221.77,not_affordable,not_recommended,none,,none,"Your USD 2,046 education request due 11 May 2026 can't be safely paid, as doing so would drop your balance below the required USD 1,000 minimum; even paying just USD 221.77 today isn't recommended, and no full-payment date is available within 90 days."
request_193,29.59,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-15,none,"Use 3 installments of EUR 420.23, starting 21 March 2024. This leaves at least EUR 1,000 available."
request_194,33398.34,affordable_later,wait,2025-10-23:132800,2025-10-23,none,"Pay INR 132,800 in full on 23 October 2025. Paying earlier would take the balance below the INR 113,600 minimum."
request_195,1064.96,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-15,none,"Use 3 installments of EUR 405.74, starting 9 January 2026. This leaves at least EUR 700 available."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Pay EUR 762.30 today. This leaves at least EUR 500 available over the next 90 days.
request_197,50939000,affordable_with_plan,installments,2025-11-19:17658853.33|2025-12-17:17658853.33|2026-01-14:17658853.33,2025-11-05,none,"Use 3 installments of IDR 17,658,853.33, starting 19 November 2025. This leaves at least IDR 26,245,900 available."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Pay INR 185,800 today. This leaves at least INR 124,300 available over the next 90 days."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8,206,986.67, starting 7 September 2024. This leaves at least IDR 25,359,500 available."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Pay IDR 21,717,000 today. This leaves at least IDR 20,114,600 available over the next 90 days."
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Pay IDR 23,997,000 today. This leaves at least IDR 17,304,500 available over the next 90 days."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Pay INR 123,900 today. This leaves at least INR 147,800 available over the next 90 days."
request_203,991.67,not_affordable,not_recommended,none,,none,"Request_203's emergency expense of EUR 1,442.10 due 8 July 2025 can't be paid without dropping below the EUR 1,400 minimum balance, so payment is not recommended and no plan is currently feasible."
request_204,568.27,affordable_later,wait,2026-01-15:588.74,2026-01-15,none,"Pay EUR 588.74 in full on 15 January 2026. Paying earlier would take the balance below the EUR 1,300 minimum."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Pay IDR 10,621,000 today. This leaves at least IDR 13,994,300 available over the next 90 days."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 3 August 2025. This leaves at least EUR 900 available."
request_207,5419.98,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Pay ZAR 11,830 in full on 15 July 2026. Paying earlier would take the balance below the ZAR 13,600 minimum."
request_208,3030784.21,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Pay IDR 4,413,000 in full on 15 June 2024. Paying earlier would take the balance below the IDR 10,470,700 minimum."
request_209,2504.34,not_affordable,not_recommended,none,,none,"The ZAR 56,914 travel request due 25 November 2025 cannot be paid, since doing so would drop the balance below the required ZAR 18,400 minimum, even with only ZAR 2,504.34 currently safe to use; no payment plan or full-payment date is available within 90 days."
request_210,954.88,affordable_with_plan,partial_payment,2026-04-06:954.88|2026-04-15:405.14,2026-04-15,none,"Pay USD 954.88 today and the remaining USD 405.14 on 15 April 2026. This completes the full request and keeps the USD 2,000 minimum protected."
request_211,265.36,affordable_later,wait,2024-11-15:1788.60,2024-11-15,none,"Only EUR 265.36 is safely available now, so the full EUR 1,788.60 payment for request_211 will wait until 15 November 2024 to keep your balance above the EUR 1,500 minimum."
request_212,4219565.55,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 71,934,000 request. Although IDR 4,219,565.55 is available today, the full amount cannot be completed safely within 90 days."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1,165.63, starting 21 January 2026. This leaves at least USD 2,100 available."
request_214,65411.69,affordable_with_plan,partial_payment,2024-12-04:65411.69|2024-12-15:4338.31,2024-12-15,none,"Pay INR 65,411.69 today and the remaining INR 4,338.31 on 15 December 2024. This completes the full request and keeps the INR 174,900 minimum protected."
request_215,27921.02,not_affordable,not_recommended,none,,none,"The requested ZAR 29,986 investment due by 10 July 2025 cannot be made because doing so would drop the balance below the required ZAR 15,700 minimum, so this payment is not recommended at this time."
request_216,565.01,affordable_later,wait,2026-09-15:3332.40,2026-09-15,none,"Pay USD 3,332.40 in full on 15 September 2026. Paying earlier would take the balance below the USD 1,800 minimum."
request_217,19458.76,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 May 2024. None of the available options keeps the ZAR 26,800 minimum protected."
request_218,26339168.21,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21,195,893.33, starting 7 August 2025. This leaves at least IDR 34,477,200 available."
request_219,0,not_affordable,not_recommended,none,,none,"The EUR 1,673.10 education request due 13 June 2026 cannot be paid, even in part, because doing so would drop the balance below the required EUR 1,100 minimum, so no payment is recommended at this time."
request_220,75.77,not_affordable,not_recommended,none,,none,"The EUR 3,118.50 investment request made on 6 June 2024 isn't affordable; only EUR 75.77 can be safely paid today while keeping the required EUR 1,100 minimum balance, and full payment isn't achievable within 90 days, so it's not recommended."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 today. This leaves at least INR 81,500 available over the next 90 days."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 today. This leaves at least ZAR 27,300 available over the next 90 days."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 today. This leaves at least EUR 800 available over the next 90 days.
request_224,10077298.66,affordable_with_plan,partial_payment,2025-02-04:10077298.66|2025-02-15:249701.34,2025-02-15,none,"Pay IDR 10,077,298.66 today and the remaining IDR 249,701.34 on 15 February 2025 to fully cover the IDR 10,327,000 travel request while keeping the IDR 22,187,600 minimum balance protected."
request_225,9619230.41,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 September 2026. None of the available options keeps the IDR 17,670,700 minimum protected."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 today. This leaves at least INR 209,400 available over the next 90 days."
request_227,11056.25,not_affordable,not_recommended,none,,none,"Paying the full INR 259,700 debt by 20 June 2025 isn't recommended because it would breach your required minimum balance of INR 62,900; at most, only INR 11,056.25 can be safely paid today, with no full-payment plan currently viable within 90 days."
request_228,1657481.76,not_affordable,not_recommended,none,,none,"Do not make this payment by 30 April 2026. None of the available options keeps the IDR 26,191,200 minimum protected."
request_229,368.17,not_affordable,not_recommended,none,,none,"Your EUR 1,526.80 travel request due 23 May 2024 can't be paid without dropping below the required EUR 1,000 minimum balance, so it's marked not affordable and no payment method or plan is recommended at this time."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3,537.60 today. This leaves at least EUR 2,000 available over the next 90 days."
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,"Use 3 installments of ZAR 12,378.08, starting 6 January 2026. This leaves at least ZAR 24,300 available."
request_232,607.36,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 August 2024. None of the available options keeps the EUR 2,400 minimum protected."
request_233,3755304.6,affordable_with_plan,partial_payment,2025-11-07:3755304.60|2025-11-15:2485695.40,2025-11-15,none,"To cover the IDR 6,241,000 housing request while keeping your IDR 10,365,700 minimum balance safe, pay IDR 3,755,304.60 today and the remaining IDR 2,485,695.40 on 15 November 2025."
request_234,221.75,affordable_later,wait,2026-08-15:1213.30,2026-08-15,none,"Pay EUR 1,213.30 in full on 15 August 2026. Paying earlier would take the balance below the EUR 700 minimum."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.20 today. This leaves at least USD 700 available over the next 90 days.
request_236,6691040.61,not_affordable,not_recommended,none,,none,"The housing request for IDR 52,383,000 due 23 February 2025 isn't affordable; only IDR 6,691,040.61 can be safely paid today while keeping the required IDR 16,768,600 minimum balance, and no full payment is possible within 90 days, so payment is not recommended."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Pay IDR 23,826,000 today. This leaves at least IDR 22,431,500 available over the next 90 days."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 7 December 2024. This leaves at least USD 700 available."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today. This leaves at least USD 600 available over the next 90 days.
request_240,13958.68,not_affordable,not_recommended,none,,none,"The INR 101,200 travel request made on 6 January 2026 cannot be approved because only INR 13,958.68 can be safely paid today while keeping the required INR 52,800 minimum balance, and no full payment is possible within 90 days."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 17 March 2024. This leaves at least IDR 19,252,000 available."
request_242,24.38,not_affordable,not_recommended,none,,none,"The requested payment of EUR 1,966.80 due 25 August 2025 isn't affordable while keeping the required EUR 600 minimum balance, so only EUR 24.38 is safe to pay today and no payment plan or full-payment date is currently available."
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 today. This leaves at least ZAR 19,900 available over the next 90 days."
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 today. This leaves at least ZAR 45,900 available over the next 90 days."
request_245,32377.13,affordable_later,wait,2025-12-15:128500,2025-12-15,none,"Pay INR 128,500 in full on 15 December 2025. Paying earlier would take the balance below the INR 94,600 minimum."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22,216.48, starting 3 April 2026. This leaves at least ZAR 39,300 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay EUR 1,059.30 today. This leaves at least EUR 1,300 available over the next 90 days."
request_248,366.4,not_affordable,not_recommended,none,,none,"The USD 1,965.60 investment request cannot proceed because, after keeping the required USD 1,300 minimum balance, only USD 366.40 is safely available today, and the full amount cannot be paid within 90 days."
request_249,181.36,affordable_later,wait,2026-02-15:643.20,2026-02-15,none,Pay USD 643.20 in full on 15 February 2026. Paying earlier would take the balance below the USD 600 minimum.
request_250,15737.38,not_affordable,not_recommended,none,,none,"The requested ZAR 124,278 debt repayment cannot be made safely; only ZAR 15,737.38 is currently available while keeping the ZAR 35,300 minimum balance, and there is no way to complete the full payment within 90 days of the 6 December 2024 request, so it is not recommended by the 18 January 2025 deadline."
request_251,106.72,not_affordable,not_recommended,none,,none,"You can't afford the EUR 1,513.60 education payment due by 6 June 2025 without dropping below your EUR 1,300 minimum balance, so only EUR 106.72 is safe to pay today and this payment isn't recommended at this time."
request_252,4782517.5,affordable_later,wait,2026-08-15:28082000,2026-08-15,none,"Pay IDR 28,082,000 in full on 15 August 2026. Paying earlier would take the balance below the IDR 15,152,200 minimum."
request_253,1176.57,not_affordable,not_recommended,none,,none,"Paying the EUR 2,840.20 housing request by 1 June 2024 isn't recommended because doing so would drop your balance below the required EUR 2,300 minimum, so this payment should not be made at this time."
request_254,761.97,affordable_later,wait,2025-09-15:3535.20,2025-09-15,none,"Pay USD 3,535.20 in full on 15 September 2025. Paying earlier would take the balance below the USD 2,500 minimum."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Pay IDR 3,345,000 today. This leaves at least IDR 9,813,900 available over the next 90 days."
request_256,152026.33,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-15,none,"Use 3 installments of INR 75,816, starting 10 June 2024. This leaves at least INR 168,600 available."
request_257,486.79,affordable_later,wait,2025-12-15:1352.40,2025-12-15,none,"Pay USD 1,352.40 in full on 15 December 2025. Paying earlier would take the balance below the USD 1,600 minimum."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"You can fully invest USD 1,113.60 on 7 January 2026 while still keeping at least USD 500 in reserve over the next 90 days, so the full payment is being made today."
request_259,172.63,affordable_later,wait,2024-11-15:935,2024-11-15,none,Pay EUR 935 in full on 15 November 2024. Paying earlier would take the balance below the EUR 600 minimum.
request_260,8717458.19,not_affordable,not_recommended,none,,none,"This IDR 52,079,000 emergency request submitted on 6 February 2025 cannot be safely covered even though IDR 8,717,458.19 is available today, since paying it would breach the required minimum balance of IDR 20,727,700 and no full payment is possible within 90 days, so the request is not recommended."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 today. This leaves at least EUR 1,500 available over the next 90 days."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Pay IDR 9,236,000 today. This leaves at least IDR 31,018,500 available over the next 90 days."
request_263,8514.53,not_affordable,not_recommended,none,,none,"The ZAR 51,546 education request made on 7 May 2025 is not affordable; while ZAR 8,514.53 could be paid today while keeping the required ZAR 24,100 minimum balance, the full amount cannot be safely completed within 90 days, so payment is not recommended."
request_264,27291.46,affordable_later,wait,2026-05-15:111300,2026-05-15,none,"Pay INR 111,300 in full on 15 May 2026. Paying earlier would take the balance below the INR 59,500 minimum."
request_265,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 March 2024. None of the available options keeps the INR 189,700 minimum protected."
request_266,773.82,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,"Use 3 installments of EUR 324.13, starting 3 August 2025. This leaves at least EUR 900 available."
request_267,1798.83,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-15,none,"Use 3 installments of EUR 667.33, starting 8 January 2026. This leaves at least EUR 1,500 available."
request_268,1034.29,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 14 June 2024. This leaves at least EUR 1,400 available."
request_269,10082.41,affordable_later,wait,2025-11-15:15490,2025-11-15,none,"Pay ZAR 15,490 in full on 15 November 2025. Paying earlier would take the balance below the ZAR 23,100 minimum."
request_270,164.05,not_affordable,not_recommended,none,,none,"Investing USD 3,028.80 by 30 August 2026 isn't recommended, since even the safe-to-pay amount of USD 164.05 today can't protect your required USD 1,400 minimum balance, and no full-payment date is possible within 90 days."
request_271,13602.58,affordable_later,wait,2024-11-15:91300,2024-11-15,none,"You'll need to wait until 15 November 2024 to pay the full INR 91,300 for this travel request, since paying sooner would drop your balance below the required INR 58,200 minimum."
request_272,5867803.93,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-02-15,none,"Use 3 installments of IDR 4,709,466.67, starting 12 February 2025. This leaves at least IDR 7,508,600 available."
request_273,10764260.96,affordable_with_plan,partial_payment,2026-04-07:10764260.96|2026-04-15:5096739.04,2026-04-15,none,"Pay IDR 10,764,260.96 today and the remaining IDR 5,096,739.04 on 15 April 2026. This completes the full request and keeps the IDR 18,774,600 minimum protected."
request_274,2408.12,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,"Use 3 installments of EUR 940.75, starting 4 December 2024. This leaves at least EUR 1,800 available."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 today. This leaves at least IDR 12,760,100 available over the next 90 days."
